dataset,idx,variant_id,transform,target,validation_note,semantic_decision,syntax_risk,audit_rationale,changed,line_count,char_count,code_hash
bigvul,bigvul-a197e92349a4aa2141b5dff12e9dd44c2a2166e3-434-after,bigvul-a197e92349a4aa2141b5dff12e9dd44c2a2166e3-434-after__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,7,253,67def8b2f0ed
bigvul,bigvul-eee5cc2702929fd41cce28058dc6d6717f723f87-2765-after,bigvul-eee5cc2702929fd41cce28058dc6d6717f723f87-2765-after__comment_banner,comment_banner,0,comment inserted,preserved,low,Inserts a C/C++ block comment after the opening brace; comments are not executable.,True,5,116,5f45bfc41fec
bigvul,bigvul-f1a142d29ad1dfaecd3b609051b476440289ec72-1387-after,bigvul-f1a142d29ad1dfaecd3b609051b476440289ec72-1387-after__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,10,362,2b8211c7aaa6
bigvul,bigvul-c2a13ced4272f2e65d2773e2ea6ca11c1ce4a911?w=1-1681-after,bigvul-c2a13ced4272f2e65d2773e2ea6ca11c1ce4a911?w=1-1681-after__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,11,533,c703b0651e92
bigvul,bigvul-c13e1da62b5f5f0e6fe8c1f769a5a28415415244-2082-after,bigvul-c13e1da62b5f5f0e6fe8c1f769a5a28415415244-2082-after__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,13,479,9806061da162
bigvul,bigvul-e5285319229a5d77bf316bb0d3a6cbd3cb8666d9-2333-after,bigvul-e5285319229a5d77bf316bb0d3a6cbd3cb8666d9-2333-after__control_flow_rewrite,control_flow_rewrite,0,inverted simple returning if/else,preserved_with_precondition,medium,Inverts a restricted returning if/else pattern where both branches return; branch conditions and returned expressions are preserved.,True,30,1036,00b47e8a6286
bigvul,bigvul-7e4ab8e1189846041f955e6c83f72bc1624e7a98-1695-after,bigvul-7e4ab8e1189846041f955e6c83f72bc1624e7a98-1695-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,22,632,0ea2c03c7163
bigvul,bigvul-0fcc7cb3b66f23fac53ae08647aa0007a2bd56c4-1561-after,bigvul-0fcc7cb3b66f23fac53ae08647aa0007a2bd56c4-1561-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,17,457,13de7a0ab7da
bigvul,bigvul-a18788b14db60ae3673f932249cd02d33a227c4e-2048-after,bigvul-a18788b14db60ae3673f932249cd02d33a227c4e-2048-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,235,5792,1d3cd46b785b
bigvul,bigvul-4efbc454ba68def5ef285b26ebfcfdb605b52755-751-after,bigvul-4efbc454ba68def5ef285b26ebfcfdb605b52755-751-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,71,1513,3e66b24f41e8
bigvul,bigvul-a8b0ca17b80e92faab46ee7179ba9e99ccb61233-2575-after,bigvul-a8b0ca17b80e92faab46ee7179ba9e99ccb61233-2575-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,11,256,28dc381861db
bigvul,bigvul-76f36a8362a3e817cc3ec721d591f2f8878dc0c7-2393-after,bigvul-76f36a8362a3e817cc3ec721d591f2f8878dc0c7-2393-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,216,c5ece78b429a
bigvul,bigvul-20e0fa98b751facf9a1101edaefbc19c82616a68-844-after,bigvul-20e0fa98b751facf9a1101edaefbc19c82616a68-844-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,54,1551,feb585a92c10
bigvul,bigvul-5800dc5c19f34e6e03b5adab1282535cb102fafd-2708-after,bigvul-5800dc5c19f34e6e03b5adab1282535cb102fafd-2708-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,7,182,150a090b6b75
bigvul,bigvul-f043bfc98c193c284e2cd768fefabe18ac2fed9b-2351-after,bigvul-f043bfc98c193c284e2cd768fefabe18ac2fed9b-2351-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,17,480,01586cc6e13a
bigvul,bigvul-954d75b2b64e4799f360d2a6bf9cff6d9fee37e7-1933-after,bigvul-954d75b2b64e4799f360d2a6bf9cff6d9fee37e7-1933-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,104,2e2d127562de
bigvul,bigvul-f2d26633cbd50735ac2af30436888b71ac0abad3-2183-after,bigvul-f2d26633cbd50735ac2af30436888b71ac0abad3-2183-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,5,141,bb8b0b2cd20c
bigvul,bigvul-18e3b739fdc826481c6a1335ce0c5b19b3d415da-1029-after,bigvul-18e3b739fdc826481c6a1335ce0c5b19b3d415da-1029-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,44,1351,4aaafb9ee161
bigvul,bigvul-d18c519758c2e6043f0e1f00e2b69a55b3d7997f-2885-after,bigvul-d18c519758c2e6043f0e1f00e2b69a55b3d7997f-2885-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,15,640,c8fd8ceb1099
bigvul,bigvul-f6d8bd051c391c1c0458a30b2a7abcd939329259-1054-after,bigvul-f6d8bd051c391c1c0458a30b2a7abcd939329259-1054-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,28,684,a305f6a6e3d8
bigvul,bigvul-f183580d61c054f7f6bb35cfe29e1b342390fbeb-2465-after,bigvul-f183580d61c054f7f6bb35cfe29e1b342390fbeb-2465-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,10,225,48e9c4df4e5b
bigvul,bigvul-c40f7d74c741a907cfaeb73a7697081881c497d0-1842-after,bigvul-c40f7d74c741a907cfaeb73a7697081881c497d0-1842-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,212,e57d49622530
bigvul,bigvul-7e4ab8e1189846041f955e6c83f72bc1624e7a98-222-after,bigvul-7e4ab8e1189846041f955e6c83f72bc1624e7a98-222-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,14,440,0e898ad93a8a
bigvul,bigvul-1d147bfa64293b2723c4fec50922168658e613ba-398-after,bigvul-1d147bfa64293b2723c4fec50922168658e613ba-398-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,19,340,3002d8fa0b20
bigvul,bigvul-88223c5245e9b470e1e6362bfd96829562ffe6ab-832-after,bigvul-88223c5245e9b470e1e6362bfd96829562ffe6ab-832-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,8,298,c32e810e7726
bigvul,bigvul-75ca8ffd7bd7c58ace1144df05e1307d8d707662-176-after,bigvul-75ca8ffd7bd7c58ace1144df05e1307d8d707662-176-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,28,912,9135b4441576
bigvul,bigvul-530d50a1abdcdf4d1775652d4c456c1274d83d8d-1154-after,bigvul-530d50a1abdcdf4d1775652d4c456c1274d83d8d-1154-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,68,1278,b9dde2148e4a
bigvul,bigvul-bcf3b67d16a4c8ffae0aa79de5853435e683945c-2136-after,bigvul-bcf3b67d16a4c8ffae0aa79de5853435e683945c-2136-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,194,2120066f3e8f
bigvul,bigvul-c70422f760c120480fee4de6c38804c72aa26bc1-1690-after,bigvul-c70422f760c120480fee4de6c38804c72aa26bc1-1690-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,16,365,cf4666d70e4a
bigvul,bigvul-e66eded8309ebf679d3d3c1f5820d1f2ca332c71-1579-after,bigvul-e66eded8309ebf679d3d3c1f5820d1f2ca332c71-1579-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,139,3512,7d73cb23fd08
bigvul,bigvul-3119b232c9c453c98d8fa8b6ae4e37ba18117cd4-2315-after,bigvul-3119b232c9c453c98d8fa8b6ae4e37ba18117cd4-2315-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,11,253,98415c8b5660
bigvul,bigvul-eb4bcacd683a68534bbe2e4d8d6eeafafc7f57ba-2173-after,bigvul-eb4bcacd683a68534bbe2e4d8d6eeafafc7f57ba-2173-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,20,624,a12826458ab4
bigvul,bigvul-899a5d9f0ed13b8e32449a08a361e0de127dd961-704-after,bigvul-899a5d9f0ed13b8e32449a08a361e0de127dd961-704-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,36,1220,a936fadd4d27
bigvul,bigvul-8275cdd0e7ac550dcce2b3ef6d2fb3b808c1ae59-1911-after,bigvul-8275cdd0e7ac550dcce2b3ef6d2fb3b808c1ae59-1911-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,17,401,1e5a630bfafe
bigvul,bigvul-948356eec65aea91995d4b7cc487d197d2c5f602-2541-after,bigvul-948356eec65aea91995d4b7cc487d197d2c5f602-2541-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,129,4136,9a64ebea003e
bigvul,bigvul-4dca546d04321a610c1835010b5dad85163b65e1-609-after,bigvul-4dca546d04321a610c1835010b5dad85163b65e1-609-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,25,711,39e58380f9fe
bigvul,bigvul-665baf5ed5c6186d973c46cdea165c0548027350-1383-after,bigvul-665baf5ed5c6186d973c46cdea165c0548027350-1383-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,25,948,d36134dec7f8
bigvul,bigvul-9c52057c698fb96f8f07e7a4bcf4801a092bda89-1812-after,bigvul-9c52057c698fb96f8f07e7a4bcf4801a092bda89-1812-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,394,9888,a3fe2084481c
bigvul,bigvul-eb4bcacd683a68534bbe2e4d8d6eeafafc7f57ba-866-after,bigvul-eb4bcacd683a68534bbe2e4d8d6eeafafc7f57ba-866-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,6,281,1ddc5111c732
bigvul,bigvul-ea3d7209ca01da209cda6f0dea8be9cc4b7a933b-2711-after,bigvul-ea3d7209ca01da209cda6f0dea8be9cc4b7a933b-2711-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,15,420,033835ebc0b6
bigvul,bigvul-5d26a105b5a73e5635eae0629b42fa0a90e07b7b-961-after,bigvul-5d26a105b5a73e5635eae0629b42fa0a90e07b7b-961-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,14,448,f2fa2a83be72
bigvul,bigvul-fc790462b4f248712bbc8c3734664dd6b05f80f2-24-after,bigvul-fc790462b4f248712bbc8c3734664dd6b05f80f2-24-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,9,454,e157e14b5b71
bigvul,bigvul-673ce95d481ea9368c4d4d43ac756ba1d6d9e608-1219-after,bigvul-673ce95d481ea9368c4d4d43ac756ba1d6d9e608-1219-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,14,377,80046cf62074
bigvul,bigvul-ee0d8d8482345ff97a75a7d747efc309f13b0d80-2126-after,bigvul-ee0d8d8482345ff97a75a7d747efc309f13b0d80-2126-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,23,427,8440e26b81a5
bigvul,bigvul-8eb1367ca44e772963e704a700ef72ae2e12babd-732-after,bigvul-8eb1367ca44e772963e704a700ef72ae2e12babd-732-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,16,378,3cb1d004700c
bigvul,bigvul-56b512399a5c2221ba4812f5170f3f8dc352cd74-2066-after,bigvul-56b512399a5c2221ba4812f5170f3f8dc352cd74-2066-after__dead_branch_after_opening_brace,dead_branch_after_opening_brace,0,unreachable branch inserted,preserved_with_precondition,low,Adds an unreachable if(0) branch immediately after the opening brace; the branch is syntactically isolated and never executes.,True,35,1318,73f8926e66cd
bigvul,bigvul-ffb35baac6981f9e8914f8f3bffd37f284b85970-2376-after,bigvul-ffb35baac6981f9e8914f8f3bffd37f284b85970-2376-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,121,4397,8929a1623c46
bigvul,bigvul-6b5d3fb26fb4be48e4966e4b1d97c2165538d4ef-827-after,bigvul-6b5d3fb26fb4be48e4966e4b1d97c2165538d4ef-827-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,85,4033,978a7d11920e
bigvul,bigvul-b4d16b4495b732888e12baf5b8a7e9bf2665e22b-173-after,bigvul-b4d16b4495b732888e12baf5b8a7e9bf2665e22b-173-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,16,440,37e2a32a9834
bigvul,bigvul-a676f235309a59d4aa78eeffd2574ae5d341fcb0-1558-after,bigvul-a676f235309a59d4aa78eeffd2574ae5d341fcb0-1558-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,34,1179,66e54c87aae4
bigvul,bigvul-75ca8ffd7bd7c58ace1144df05e1307d8d707662-176-after,bigvul-75ca8ffd7bd7c58ace1144df05e1307d8d707662-176-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,26,830,8838b1138d3a
bigvul,bigvul-5b82f4f90c3d531313714df4b936f92fb0ff15cf-630-after,bigvul-5b82f4f90c3d531313714df4b936f92fb0ff15cf-630-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,14,453,d3b4249f97a8
bigvul,bigvul-5d26a105b5a73e5635eae0629b42fa0a90e07b7b-997-after,bigvul-5d26a105b5a73e5635eae0629b42fa0a90e07b7b-997-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,21,484,2bd267685c20
bigvul,bigvul-1c449a34fe0b50aaffb881bfb9d7c5ab0bb18cdd-1125-after,bigvul-1c449a34fe0b50aaffb881bfb9d7c5ab0bb18cdd-1125-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,35,1030,52f685ed204c
bigvul,bigvul-7a9cdebdcc17e426fb5287e4a82db1dfe86339b2-1024-after,bigvul-7a9cdebdcc17e426fb5287e4a82db1dfe86339b2-1024-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,5,181,330ff946e80b
bigvul,bigvul-a430c9166312e1aa3d80bce32374233bdbfeba32-1970-after,bigvul-a430c9166312e1aa3d80bce32374233bdbfeba32-1970-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,22,956,f9827ae29d12
bigvul,bigvul-16c719e0e275d2ee5d5c69e4962b744bcaf0fe40-2298-after,bigvul-16c719e0e275d2ee5d5c69e4962b744bcaf0fe40-2298-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,8,288,4886aac59694
bigvul,bigvul-8835ba4a39cf53f705417b3b3a94eb067673f2c9-1824-after,bigvul-8835ba4a39cf53f705417b3b3a94eb067673f2c9-1824-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,9,320,70bee04f5dea
bigvul,bigvul-4dcc6affe04368461310a21238f7e1871a752a05-2003-after,bigvul-4dcc6affe04368461310a21238f7e1871a752a05-2003-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,9,367,0689f272f9c8
bigvul,bigvul-1fc9c95ec144499e69dc8ec76dbe07799d7d82cd-2051-after,bigvul-1fc9c95ec144499e69dc8ec76dbe07799d7d82cd-2051-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,133,4787,40a2e38403d7
bigvul,bigvul-bb4a21e98656fe2c7d98ba2163e6defe9a630e2b-2788-after,bigvul-bb4a21e98656fe2c7d98ba2163e6defe9a630e2b-2788-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,27,552,7870812ca144
bigvul,bigvul-854e8bb1aa06c578c2c9145fa6bfe3680ef63b23-1283-after,bigvul-854e8bb1aa06c578c2c9145fa6bfe3680ef63b23-1283-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,8,209,c199acdba3c0
bigvul,bigvul-96dbafe288dbe2f0cc45fa3c39daf6d0c37acbab-797-after,bigvul-96dbafe288dbe2f0cc45fa3c39daf6d0c37acbab-797-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,156,4098,e53837581953
bigvul,bigvul-8275cdd0e7ac550dcce2b3ef6d2fb3b808c1ae59-1911-after,bigvul-8275cdd0e7ac550dcce2b3ef6d2fb3b808c1ae59-1911-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,15,363,4c95d2284b09
bigvul,bigvul-01ca667133d019edc9f0a1f70a272447c84ec41f-2192-after,bigvul-01ca667133d019edc9f0a1f70a272447c84ec41f-2192-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,60,1930,efdf683fc2ac
bigvul,bigvul-beb39db59d14990e401e235faf66a6b9b31240b0-371-after,bigvul-beb39db59d14990e401e235faf66a6b9b31240b0-371-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,79,2232,ab35280964b7
bigvul,bigvul-f3d3342602f8bcbf37d7c46641cb9bca7618eb1c-781-after,bigvul-f3d3342602f8bcbf37d7c46641cb9bca7618eb1c-781-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,47,901,aff58d2a0609
bigvul,bigvul-864e2e22fcd0cba3f5e67680ccabd0302dfda45d-2114-after,bigvul-864e2e22fcd0cba3f5e67680ccabd0302dfda45d-2114-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,18,609,67b1ff1d9254
bigvul,bigvul-81f9c4e4177d31ced6f52a89bb70e93bfb77ca03-264-after,bigvul-81f9c4e4177d31ced6f52a89bb70e93bfb77ca03-264-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,7,184,f85b8ed0d357
bigvul,bigvul-7ed47b7d142ec99ad6880bbbec51e9f12b3af74c-2002-before,bigvul-7ed47b7d142ec99ad6880bbbec51e9f12b3af74c-2002-before__identifier_renaming,identifier_renaming,1,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,36,814,74e34adaff28
bigvul,bigvul-8909c9ad8ff03611c9c96c9a92656213e4bb495b-16-after,bigvul-8909c9ad8ff03611c9c96c9a92656213e4bb495b-16-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,5,154,9d64894fcf83
bigvul,bigvul-2117d5398c81554fbf803f5fd1dc55eb78216c0c-2202-after,bigvul-2117d5398c81554fbf803f5fd1dc55eb78216c0c-2202-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,64,1591,6f1b957ab4b5
bigvul,bigvul-fc80ab45621bd966f70594c0b7393ec005a94007-766-after,bigvul-fc80ab45621bd966f70594c0b7393ec005a94007-766-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,227,8854,2eee4af05bd2
bigvul,bigvul-c265cad1c95b84abfd4e8d861f25926ef13b5d91-1878-after,bigvul-c265cad1c95b84abfd4e8d861f25926ef13b5d91-1878-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,33,976,9e1509fd27c3
bigvul,bigvul-643f0fcf3b8ab09a68f0ecd2aa37aafeda3e63ef-1758-after,bigvul-643f0fcf3b8ab09a68f0ecd2aa37aafeda3e63ef-1758-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,14,384,bd03a0b9b4d6
bigvul,bigvul-5d78b84d39bd34bc9fce9d01c0dcd5a22a330d34-2252-after,bigvul-5d78b84d39bd34bc9fce9d01c0dcd5a22a330d34-2252-after__identifier_renaming,identifier_renaming,0,renamed simple identifier,preserved_with_precondition,medium,Applies deterministic local identifier renaming under the transformation preconditions; external symbols and keywords are left unchanged.,True,18,764,956ed90c9a88
